Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
theia,ProcessNetflow,Sparse,0.9743,0.4277,0.4898,0.96,0.6486,0.9893,0.0243
theia,ProcessNetflow,Deep SVDD,0.7824,0.5685,0.8571,0.66,0.7458,0.9954,0.0152
theia,ProcessNetflow,DAE,0.9926,0.9245,0.9231,0.96,0.9412,0.9988,0.026
theia,ProcessNetflow,VAE,0.9744,0.4151,0.4923,0.96,0.6508,0.9894,0.025
theia,ProcessNetflow,Beta-VAE,0.9744,0.4241,0.4923,0.96,0.6508,0.9894,0.036
theia,ProcessNetflow,GMVAE,0.975,0.4466,0.5341,0.94,0.6812,0.9909,0.025
theia,ProcessNetflow,Attention AE,0.9744,0.4291,0.4923,0.96,0.6508,0.9894,0.1145
theia,ProcessNetflow,LSTMAE,0.9945,0.9302,0.9252,0.99,0.9565,0.9991,0.0765
theia,ProcessNetflow,Robust,0.9917,0.8465,0.7226,0.99,0.8354,0.996,0.025
theia,ProcessNetflow,Contractive,0.9744,0.4289,0.4923,0.96,0.6508,0.9894,0.0345
theia,ProcessParent,Baseline,0.9441,0.4694,0.831,0.59,0.6901,0.9991,0.1155
theia,ProcessParent,Sparse,0.8418,0.0139,0.0222,0.37,0.0419,0.9697,0.1151
theia,ProcessParent,Deep SVDD,0.5,0.0018,0.0018,1.0,0.0036,0.0018,0.0555
theia,ProcessParent,DAE,0.8165,0.2011,0.4184,0.59,0.4896,0.9978,0.1147
theia,ProcessParent,VAE,0.8566,0.0113,0.0204,0.36,0.0386,0.9679,0.1245
theia,ProcessParent,Beta-VAE,0.8457,0.0109,0.0185,0.34,0.0352,0.9666,0.13
theia,ProcessParent,GMVAE,0.8467,0.0143,0.0226,0.37,0.0426,0.9702,0.1175
theia,ProcessParent,Attention AE,0.9134,0.0192,0.0222,0.37,0.0419,0.9697,0.6681
theia,ProcessParent,LSTMAE,0.8952,0.5026,0.8806,0.59,0.7066,0.9991,1.248
trace,ProcessAll,Baseline,0.9986,0.5259,0.5606,0.8043,0.6607,0.9993,0.1234
trace,ProcessAll,Sparse,0.803,0.0025,0.0036,0.3913,0.007,0.9101,0.1265
trace,ProcessAll,Deep SVDD,0.5326,0.0751,0.5556,0.1087,0.1818,0.9992,0.055
trace,ProcessAll,DAE,0.9833,0.0919,0.1402,0.5,0.219,0.9971,0.128
trace,ProcessAll,VAE,0.7812,0.0021,0.0028,0.5217,0.0056,0.8488,0.1371
trace,ProcessAll,Beta-VAE,0.7778,0.002,0.0028,0.5217,0.0056,0.8493,0.1285
trace,ProcessAll,GMVAE,0.8011,0.0025,0.0039,0.5217,0.0077,0.8901,0.1355
trace,ProcessAll,Attention AE,0.7921,0.0024,0.0034,0.3913,0.0067,0.9056,0.6691
trace,ProcessAll,LSTMAE,0.9979,0.3921,0.5,0.6957,0.5818,0.9992,3.7166
trace,ProcessEvent,Baseline,0.8683,0.1851,0.2617,0.6087,0.366,0.9983,0.1251
trace,ProcessEvent,Sparse,0.7137,0.0019,0.0025,0.4783,0.005,0.8456,0.1183
