Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
trace,ProcessExec_gte_large,Sparse,0.943,0.0186,0.0265,0.8667,0.0514,0.9735,0.0495
trace,ProcessExec_gte_large,Deep SVDD,0.9,0.7903,0.9474,0.8,0.8675,0.9998,0.026
trace,ProcessExec_gte_large,DAE,0.9345,0.0517,0.0703,0.8667,0.13,0.9904,0.047
trace,ProcessExec_gte_large,VAE,0.9382,0.0126,0.0203,0.8667,0.0397,0.9652,0.056
trace,ProcessExec_gte_large,Beta-VAE,0.9458,0.014,0.0203,0.8889,0.0396,0.9643,0.053
trace,ProcessExec_gte_large,GMVAE,0.9218,0.0092,0.0125,0.9111,0.0247,0.9404,0.052
trace,ProcessExec_gte_large,Attention AE,0.9435,0.0186,0.0262,0.8667,0.0508,0.9732,0.0783
trace,ProcessExec_gte_large,LSTMAE,0.9717,0.7198,0.9,0.8,0.8471,0.9998,0.061
trace,ProcessExec_gte_large,Robust,0.962,0.7431,0.9231,0.8,0.8571,0.9998,0.048
trace,ProcessExec_gte_large,Contractive,0.9358,0.0186,0.0265,0.8667,0.0514,0.9735,0.047
trace,ProcessNetflow_gte_large,Baseline,0.9834,0.5793,0.6,0.9167,0.7253,0.9814,0.005
trace,ProcessNetflow_gte_large,Sparse,0.9168,0.2427,0.2215,0.9722,0.3608,0.9078,0.004
trace,ProcessNetflow_gte_large,Deep SVDD,0.9911,0.7791,0.8108,0.8333,0.8219,0.9903,0.004
trace,ProcessNetflow_gte_large,DAE,0.9777,0.5152,0.5593,0.9167,0.6947,0.9784,0.004
trace,ProcessNetflow_gte_large,VAE,0.8965,0.185,0.1522,0.5833,0.2414,0.9019,0.0055
trace,ProcessNetflow_gte_large,Beta-VAE,0.9168,0.1879,0.1955,0.9722,0.3256,0.8922,0.006
trace,ProcessNetflow_gte_large,GMVAE,0.9168,0.243,0.2244,0.9722,0.3646,0.9093,0.004
trace,ProcessNetflow_gte_large,Attention AE,0.9768,0.4976,0.4923,0.8889,0.6337,0.9725,0.006
trace,ProcessNetflow_gte_large,LSTMAE,0.9775,0.5042,0.5,0.8889,0.64,0.9732,0.006
trace,ProcessNetflow_gte_large,Robust,0.9775,0.5151,0.5077,0.9167,0.6535,0.974,0.004
trace,ProcessNetflow_gte_large,Contractive,0.9084,0.2335,0.2208,0.9444,0.3579,0.9093,0.005
trace,ProcessParent_gte_large,Baseline,0.9439,0.3885,0.5147,0.7778,0.6195,0.9992,0.0471
trace,ProcessParent_gte_large,Sparse,0.9367,0.2931,0.425,0.7556,0.544,0.9989,0.045
trace,ProcessParent_gte_large,Deep SVDD,0.5111,0.0231,1.0,0.0222,0.0435,0.9992,0.0241
trace,ProcessParent_gte_large,DAE,0.9686,0.2354,0.2023,0.7778,0.3211,0.9972,0.0459
trace,ProcessParent_gte_large,VAE,0.9245,0.0236,0.042,0.6444,0.0788,0.9872,0.053
trace,ProcessParent_gte_large,Beta-VAE,0.9172,0.018,0.0313,0.6444,0.0597,0.9827,0.0502
trace,ProcessParent_gte_large,GMVAE,0.9002,0.0386,0.25,0.1333,0.1739,0.9989,0.0503
trace,ProcessParent_gte_large,Attention AE,0.9002,0.0386,0.25,0.1333,0.1739,0.9989,0.0733
trace,ProcessParent_gte_large,LSTMAE,0.9592,0.1981,0.1827,0.8444,0.3004,0.9966,0.0614
trace,ProcessParent_gte_large,Robust,0.9134,0.1937,0.1698,0.8,0.2802,0.9965,0.046
trace,ProcessParent_gte_large,Contractive,0.9344,0.1726,0.2519,0.7556,0.3778,0.9979,0.045
