Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
theia,ProcessParent_qwen2_7b_bnb4bit,LSTMAE,0.1738,0.0014,0.0019,1.0,0.0037,0.0361,1.0906
trace,ProcessAll_qwen2_7b_bnb4bit,Baseline,0.9986,0.4256,0.4205,0.8043,0.5522,0.9989,0.1091
trace,ProcessAll_qwen2_7b_bnb4bit,Sparse,0.9962,0.1579,0.157,0.8261,0.2639,0.9962,0.1093
trace,ProcessAll_qwen2_7b_bnb4bit,Deep SVDD,0.5217,0.0225,0.5,0.0435,0.08,0.9992,0.0498
trace,ProcessAll_qwen2_7b_bnb4bit,DAE,0.9986,0.3629,0.3918,0.8261,0.5315,0.9988,0.1071
trace,ProcessAll_qwen2_7b_bnb4bit,VAE,0.9973,0.2102,0.1848,0.7391,0.2957,0.9971,0.1168
trace,ProcessAll_qwen2_7b_bnb4bit,Beta-VAE,0.9966,0.2039,0.2778,0.3261,0.3,0.9988,0.1182
trace,ProcessAll_qwen2_7b_bnb4bit,GMVAE,0.9981,0.2798,0.3699,0.587,0.4538,0.9988,0.1165
trace,ProcessAll_qwen2_7b_bnb4bit,Attention AE,0.3,0.0006,0.0009,0.913,0.0018,0.1524,0.5325
trace,ProcessAll_qwen2_7b_bnb4bit,LSTMAE,0.3114,0.0006,0.0009,0.8913,0.0018,0.2145,4.4372
trace,ProcessEvent_qwen2_7b_bnb4bit,Baseline,0.8577,0.0423,0.0564,0.6522,0.1038,0.9908,0.1319
trace,ProcessEvent_qwen2_7b_bnb4bit,Sparse,0.866,0.0404,0.0623,0.5435,0.1119,0.993,0.114
trace,ProcessEvent_qwen2_7b_bnb4bit,Deep SVDD,0.5,0.0008,0.0008,1.0,0.0016,0.0008,0.057
trace,ProcessEvent_qwen2_7b_bnb4bit,DAE,0.8976,0.1033,0.1548,0.5652,0.243,0.9971,0.106
trace,ProcessEvent_qwen2_7b_bnb4bit,VAE,0.8938,0.0497,0.1129,0.1522,0.1296,0.9983,0.1253
trace,ProcessEvent_qwen2_7b_bnb4bit,Beta-VAE,0.8845,0.0521,0.1075,0.2174,0.1439,0.9979,0.1327
trace,ProcessEvent_qwen2_7b_bnb4bit,GMVAE,0.8983,0.0676,0.1082,0.5435,0.1805,0.996,0.1285
trace,ProcessEvent_qwen2_7b_bnb4bit,Attention AE,0.4502,0.0008,0.001,0.8261,0.002,0.3315,0.5331
trace,ProcessEvent_qwen2_7b_bnb4bit,LSTMAE,0.4482,0.0008,0.0012,0.5652,0.0023,0.6016,0.7959
trace,ProcessExec_qwen2_7b_bnb4bit,Baseline,0.9286,0.7491,0.8837,0.8444,0.8636,0.9998,0.1134
trace,ProcessExec_qwen2_7b_bnb4bit,Sparse,0.9775,0.6432,0.8857,0.6889,0.775,0.9997,0.1067
trace,ProcessExec_qwen2_7b_bnb4bit,Deep SVDD,0.5,0.0008,0.0008,1.0,0.0017,0.0008,0.0555
trace,ProcessExec_qwen2_7b_bnb4bit,DAE,0.952,0.8359,0.9231,0.8,0.8571,0.9998,0.1164
trace,ProcessExec_qwen2_7b_bnb4bit,VAE,0.9623,0.3871,0.5588,0.8444,0.6726,0.9993,0.1256
trace,ProcessExec_qwen2_7b_bnb4bit,Beta-VAE,0.9819,0.3697,0.5507,0.8444,0.6667,0.9993,0.1274
trace,ProcessExec_qwen2_7b_bnb4bit,GMVAE,0.9282,0.8065,0.973,0.8,0.878,0.9998,0.1268
trace,ProcessExec_qwen2_7b_bnb4bit,Attention AE,0.5447,0.001,0.0014,0.8889,0.0029,0.4863,0.5108
trace,ProcessExec_qwen2_7b_bnb4bit,LSTMAE,0.438,0.0008,0.0013,0.8667,0.0025,0.4361,0.728
trace,ProcessNetflow_qwen2_7b_bnb4bit,Baseline,0.9845,0.5562,0.64,0.8889,0.7442,0.9836,0.0075
trace,ProcessNetflow_qwen2_7b_bnb4bit,Sparse,0.9835,0.5385,0.6154,0.8889,0.7273,0.9822,0.011
trace,ProcessNetflow_qwen2_7b_bnb4bit,Deep SVDD,0.5278,0.0808,1.0,0.0556,0.1053,0.9747,0.0106
trace,ProcessNetflow_qwen2_7b_bnb4bit,DAE,0.9847,0.5578,0.64,0.8889,0.7442,0.9836,0.0073
trace,ProcessNetflow_qwen2_7b_bnb4bit,VAE,0.9641,0.3451,0.3864,0.9444,0.5484,0.9584,0.007
trace,ProcessNetflow_qwen2_7b_bnb4bit,Beta-VAE,0.9676,0.3647,0.4146,0.9444,0.5763,0.9628,0.0112
trace,ProcessNetflow_qwen2_7b_bnb4bit,GMVAE,0.984,0.4947,0.6471,0.9167,0.7586,0.9844,0.01
trace,ProcessNetflow_qwen2_7b_bnb4bit,Attention AE,0.6823,0.0733,0.1027,0.8333,0.1829,0.8007,0.0236
trace,ProcessNetflow_qwen2_7b_bnb4bit,LSTMAE,0.6903,0.076,0.1064,0.8333,0.1887,0.8082,0.014
trace,ProcessNetflow_qwen2_7b_bnb4bit,Robust,0.9875,0.6108,0.6889,0.8611,0.7654,0.9859,0.0111
trace,ProcessNetflow_qwen2_7b_bnb4bit,Contractive,0.7504,0.0663,0.0875,0.9722,0.1606,0.7279,0.0104
trace,ProcessParent_qwen2_7b_bnb4bit,Baseline,0.9212,0.2096,0.2303,0.8444,0.3619,0.9975,0.1237
trace,ProcessParent_qwen2_7b_bnb4bit,Sparse,0.939,0.1553,0.2692,0.1556,0.1972,0.9989,0.1029
trace,ProcessParent_qwen2_7b_bnb4bit,Deep SVDD,0.5,0.0009,0.0009,1.0,0.0017,0.0009,0.0504
trace,ProcessParent_qwen2_7b_bnb4bit,DAE,0.9391,0.1307,0.8571,0.1333,0.2308,0.9992,0.108
trace,ProcessParent_qwen2_7b_bnb4bit,VAE,0.9336,0.1498,0.1377,0.5111,0.217,0.9969,0.1205
trace,ProcessParent_qwen2_7b_bnb4bit,Beta-VAE,0.9496,0.1334,0.35,0.1556,0.2154,0.999,0.1155
trace,ProcessParent_qwen2_7b_bnb4bit,GMVAE,0.8241,0.0042,0.0069,0.6889,0.0137,0.9151,0.1132
trace,ProcessParent_qwen2_7b_bnb4bit,Attention AE,0.8671,0.0067,0.0909,0.0222,0.0357,0.999,0.5153
trace,ProcessParent_qwen2_7b_bnb4bit,LSTMAE,0.828,0.0105,0.1429,0.0444,0.0678,0.999,0.6906
