Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
theia,ProcessAll_llama3_manual,LSTMAE,0.9945,0.2777,0.4234,0.47,0.4455,0.9979,1.0918
theia,ProcessAll_llama3_manual,Robust,0.9983,0.5329,0.5621,0.86,0.6798,0.9986,0.1392
theia,ProcessAll_llama3_manual,Contractive,0.8239,0.0051,0.0088,0.78,0.0173,0.8418,0.1355
theia,ProcessEvent_llama3_manual,Baseline,0.9984,0.4971,0.5789,0.66,0.6168,0.9985,0.13
theia,ProcessEvent_llama3_manual,Sparse,0.4903,0.0021,0.0323,0.01,0.0153,0.9976,0.1305
theia,ProcessEvent_llama3_manual,Deep SVDD,0.5,0.0018,0.0018,1.0,0.0037,0.0018,0.0615
theia,ProcessEvent_llama3_manual,DAE,0.8525,0.006,0.0085,1.0,0.0169,0.7858,0.132
theia,ProcessEvent_llama3_manual,VAE,0.407,0.0015,0.0023,0.77,0.0046,0.3822,0.137
theia,ProcessEvent_llama3_manual,Beta-VAE,0.4119,0.0015,0.0055,0.01,0.0071,0.9948,0.1381
theia,ProcessEvent_llama3_manual,GMVAE,0.4752,0.0022,0.0435,0.01,0.0163,0.9978,0.1395
theia,ProcessEvent_llama3_manual,Attention AE,0.2748,0.0016,0.0435,0.01,0.0163,0.9978,0.6866
theia,ProcessEvent_llama3_manual,LSTMAE,0.9928,0.2226,0.3229,0.72,0.4458,0.9967,1.0282
theia,ProcessEvent_llama3_manual,Robust,0.999,0.6225,0.7766,0.73,0.7526,0.9991,0.1233
theia,ProcessEvent_llama3_manual,Contractive,0.3757,0.0019,0.0435,0.01,0.0163,0.9978,0.1405
theia,ProcessExec_llama3_manual,Baseline,0.9479,0.4298,0.5823,0.92,0.7132,0.9987,0.1325
theia,ProcessExec_llama3_manual,Sparse,0.652,0.0029,0.005,0.95,0.0099,0.6596,0.1315
theia,ProcessExec_llama3_manual,Deep SVDD,0.5,0.0018,0.0018,1.0,0.0036,0.0018,0.06
theia,ProcessExec_llama3_manual,DAE,0.8968,0.0181,0.05,0.18,0.0783,0.9924,0.133
theia,ProcessExec_llama3_manual,VAE,0.6471,0.0026,0.0047,0.94,0.0093,0.64,0.1397
theia,ProcessExec_llama3_manual,Beta-VAE,0.6435,0.0026,0.0047,0.95,0.0094,0.6405,0.1381
theia,ProcessExec_llama3_manual,GMVAE,0.6471,0.0028,0.005,0.95,0.0099,0.6596,0.137
theia,ProcessExec_llama3_manual,Attention AE,0.646,0.0028,0.005,0.95,0.0099,0.6596,0.7215
theia,ProcessExec_llama3_manual,LSTMAE,0.9763,0.3099,0.4554,0.92,0.6093,0.9979,1.1062
theia,ProcessExec_llama3_manual,Robust,0.958,0.5768,0.6216,0.92,0.7419,0.9989,0.135
theia,ProcessExec_llama3_manual,Contractive,0.6434,0.0028,0.005,0.95,0.0099,0.6596,0.136
theia,ProcessNetflow_llama3_manual,Baseline,0.9945,0.814,0.8899,0.97,0.9282,0.9985,0.0296
theia,ProcessNetflow_llama3_manual,Sparse,0.9697,0.2234,0.3224,0.98,0.4851,0.9785,0.024
theia,ProcessNetflow_llama3_manual,Deep SVDD,0.9976,0.8119,0.6387,0.99,0.7765,0.9941,0.0135
theia,ProcessNetflow_llama3_manual,DAE,0.9703,0.2041,0.2908,0.98,0.4485,0.9751,0.0265
theia,ProcessNetflow_llama3_manual,VAE,0.962,0.1691,0.2311,0.98,0.374,0.9662,0.03
theia,ProcessNetflow_llama3_manual,Beta-VAE,0.9617,0.1617,0.2295,0.98,0.3719,0.9658,0.0275
theia,ProcessNetflow_llama3_manual,GMVAE,0.9697,0.2234,0.3224,0.98,0.4851,0.9785,0.0275
theia,ProcessNetflow_llama3_manual,Attention AE,0.9697,0.2234,0.3224,0.98,0.4851,0.9785,0.1286
