Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
theia,ProcessEvent,Baseline,0.9989,0.5721,0.6149,0.91,0.7339,0.9988,0.043
theia,ProcessEvent,Sparse,0.7547,0.0051,0.0078,0.73,0.0153,0.8272,0.0437
theia,ProcessEvent,Deep SVDD,0.5,0.0018,0.0018,1.0,0.0037,0.0019,0.021
theia,ProcessEvent,DAE,0.9154,0.0452,0.0757,0.55,0.133,0.9868,0.044
theia,ProcessEvent,VAE,0.7165,0.0036,0.006,0.7,0.0119,0.7863,0.0524
theia,ProcessEvent,Beta-VAE,0.7469,0.0043,0.007,0.74,0.0138,0.8046,0.049
theia,ProcessEvent,GMVAE,0.9956,0.2458,0.4062,0.65,0.5,0.9976,0.055
theia,ProcessEvent,Attention AE,0.762,0.008,0.0141,0.48,0.0274,0.9372,0.055
theia,ProcessEvent,LSTMAE,0.9974,0.3992,0.5273,0.58,0.5524,0.9983,0.0514
theia,ProcessEvent,Robust,0.9989,0.5546,0.561,0.92,0.697,0.9985,0.041
theia,ProcessEvent,Contractive,0.7274,0.0048,0.0075,0.73,0.0149,0.822,0.041
theia,ProcessExec,Baseline,0.9458,0.8203,0.8426,0.91,0.875,0.9995,0.045
theia,ProcessExec,Sparse,0.8776,0.0475,0.1185,0.34,0.1757,0.9943,0.042
theia,ProcessExec,Deep SVDD,0.6699,0.27,0.7907,0.34,0.4755,0.9987,0.022
theia,ProcessExec,DAE,0.939,0.1452,0.3301,0.34,0.335,0.9976,0.041
theia,ProcessExec,VAE,0.8725,0.027,0.0738,0.34,0.1212,0.9912,0.0472
theia,ProcessExec,Beta-VAE,0.8714,0.0337,0.0899,0.34,0.1423,0.9926,0.0493
theia,ProcessExec,GMVAE,0.9435,0.3625,0.3849,0.92,0.5428,0.9972,0.0525
theia,ProcessExec,Attention AE,0.8775,0.0475,0.1185,0.34,0.1757,0.9943,0.058
theia,ProcessExec,LSTMAE,0.9755,0.7174,0.7731,0.92,0.8402,0.9994,0.0493
theia,ProcessExec,Robust,0.9509,0.7076,0.7931,0.92,0.8519,0.9994,0.0429
theia,ProcessExec,Contractive,0.8559,0.0461,0.1189,0.34,0.1762,0.9943,0.041
theia,ProcessNetflow,Baseline,0.9897,0.6908,0.9296,0.66,0.7719,0.996,0.01
theia,ProcessNetflow,Sparse,0.9819,0.8938,0.9143,0.96,0.9366,0.9987,0.01
theia,ProcessNetflow,Deep SVDD,0.9962,0.8831,0.7656,0.98,0.8596,0.9967,0.0071
theia,ProcessNetflow,DAE,0.9882,0.5894,0.6408,0.91,0.7521,0.9938,0.009
theia,ProcessNetflow,VAE,0.9818,0.8599,0.9135,0.95,0.9314,0.9986,0.012
theia,ProcessNetflow,Beta-VAE,0.9837,0.8146,0.7845,0.91,0.8426,0.9965,0.012
theia,ProcessNetflow,GMVAE,0.9957,0.8992,0.9333,0.98,0.9561,0.9991,0.011
theia,ProcessNetflow,Attention AE,0.982,0.9031,0.9381,0.91,0.9239,0.9985,0.011
theia,ProcessNetflow,LSTMAE,0.9922,0.9229,0.9333,0.98,0.9561,0.9991,0.011
theia,ProcessNetflow,Robust,0.9903,0.9311,0.9245,0.98,0.9515,0.999,0.011
theia,ProcessNetflow,Contractive,0.9819,0.8846,0.9143,0.96,0.9366,0.9987,0.01
theia,ProcessParent,Baseline,0.9485,0.2697,0.4436,0.59,0.5064,0.9979,0.042
theia,ProcessParent,Sparse,0.903,0.0254,0.0203,0.95,0.0398,0.918,0.041
theia,ProcessParent,Deep SVDD,0.5,0.0018,0.0018,1.0,0.0036,0.0018,0.021
theia,ProcessParent,DAE,0.8993,0.089,0.1471,0.59,0.2355,0.9931,0.0448
theia,ProcessParent,VAE,0.8972,0.0145,0.0172,0.94,0.0338,0.9038,0.05
theia,ProcessParent,Beta-VAE,0.8945,0.0118,0.017,0.93,0.0333,0.9034,0.0512
theia,ProcessParent,GMVAE,0.9426,0.2076,0.5175,0.59,0.5514,0.9983,0.0563
theia,ProcessParent,Attention AE,0.9106,0.0268,0.0203,0.95,0.0398,0.918,0.0564
theia,ProcessParent,LSTMAE,0.9099,0.4637,0.7763,0.59,0.6705,0.999,0.0475
theia,ProcessParent,Robust,0.9269,0.382,0.6344,0.59,0.6114,0.9987,0.0414
theia,ProcessParent,Contractive,0.911,0.0262,0.0204,0.95,0.0398,0.9181,0.0454
trace,ProcessAll,Baseline,0.9995,0.8262,0.8,0.7826,0.7912,0.9997,0.0453
trace,ProcessAll,Sparse,0.8868,0.011,0.0204,0.4565,0.039,0.9817,0.0445
trace,ProcessAll,Deep SVDD,0.8695,0.7269,0.8919,0.7174,0.7952,0.9997,0.022
trace,ProcessAll,DAE,0.98,0.1372,0.2299,0.4348,0.3008,0.9984,0.0445
trace,ProcessAll,VAE,0.889,0.0113,0.0201,0.5,0.0386,0.9797,0.0488
trace,ProcessAll,Beta-VAE,0.8805,0.0079,0.0134,0.3913,0.026,0.9761,0.0522
trace,ProcessAll,GMVAE,0.99,0.3402,0.6176,0.4565,0.525,0.9993,0.0583
trace,ProcessAll,Attention AE,0.8862,0.0113,0.0206,0.4783,0.0396,0.9811,0.0604
trace,ProcessAll,LSTMAE,0.9986,0.6254,0.7115,0.8043,0.7551,0.9996,0.0517
