Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
clearscope,ProcessExec,Contractive,0.9568,0.0877,0.129,0.9231,0.2264,0.9663,0.0073
clearscope,ProcessNetflow,Baseline,0.8248,0.3661,0.6,0.3333,0.4286,0.9654,0.0085
clearscope,ProcessNetflow,Sparse,0.7372,0.1692,0.3,0.3333,0.3158,0.9437,0.0095
clearscope,ProcessNetflow,Deep SVDD,0.9274,0.4435,0.5,0.3333,0.4,0.961,0.0078
clearscope,ProcessNetflow,DAE,0.7673,0.2648,0.4167,0.5556,0.4762,0.9524,0.0048
clearscope,ProcessNetflow,VAE,0.6612,0.1654,0.5,0.2222,0.3077,0.961,0.0077
clearscope,ProcessNetflow,Beta-VAE,0.6572,0.2065,0.4,0.2222,0.2857,0.9567,0.006
clearscope,ProcessNetflow,GMVAE,0.7382,0.17,0.3,0.3333,0.3158,0.9437,0.0088
clearscope,ProcessNetflow,Attention AE,0.7593,0.241,0.5,0.4444,0.4706,0.961,0.0085
clearscope,ProcessNetflow,LSTMAE,0.7533,0.2351,0.5,0.4444,0.4706,0.961,0.0119
clearscope,ProcessNetflow,Robust,0.8128,0.3166,1.0,0.2222,0.3636,0.9697,0.0075
clearscope,ProcessNetflow,Contractive,0.7382,0.17,0.3,0.3333,0.3158,0.9437,0.008
clearscope,ProcessParent,Baseline,,0.0,0.0,0.0,0.0,0.0,0.0112
clearscope,ProcessParent,Sparse,,0.0,0.0,0.0,0.0,0.0,0.0054
clearscope,ProcessParent,Deep SVDD,,0.0,0.0,0.0,0.0,0.0,0.004
clearscope,ProcessParent,DAE,,0.0,0.0,0.0,0.0,0.0,0.0068
clearscope,ProcessParent,VAE,,0.0,0.0,0.0,0.0,0.0,0.004
clearscope,ProcessParent,Beta-VAE,,0.0,0.0,0.0,0.0,0.0,0.0045
clearscope,ProcessParent,GMVAE,,0.0,0.0,0.0,0.0,0.0,0.0092
clearscope,ProcessParent,Attention AE,,0.0,0.0,0.0,0.0,0.0,0.0064
clearscope,ProcessParent,LSTMAE,,0.0,0.0,0.0,0.0,0.0,0.0105
clearscope,ProcessParent,Robust,,0.0,0.0,0.0,0.0,0.0,0.0051
clearscope,ProcessParent,Contractive,,0.0,0.0,0.0,0.0,0.0,0.004
theia,ProcessAll,Baseline,0.9981,0.6793,0.7684,0.73,0.7487,0.9991,0.0672
theia,ProcessAll,Sparse,0.6851,0.003,0.0039,0.76,0.0077,0.6513,0.0642
theia,ProcessAll,Deep SVDD,0.5699,0.0542,0.5185,0.14,0.2205,0.9982,0.034
