Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
theia,ProcessAll,LSTMAE,0.9973,0.728,0.7344,0.94,0.8246,0.9993,0.0493
theia,ProcessAll,Robust,0.9988,0.8062,0.7355,0.89,0.8054,0.9992,0.0453
theia,ProcessAll,Contractive,0.9322,0.0153,0.0226,0.94,0.0441,0.9272,0.044
theia,ProcessEvent,Baseline,0.998,0.5823,0.5879,0.97,0.7321,0.9987,0.04
theia,ProcessEvent,Sparse,0.8108,0.0123,0.0186,0.61,0.036,0.9398,0.04
theia,ProcessEvent,Deep SVDD,0.55,0.085,0.8333,0.1,0.1786,0.9983,0.022
theia,ProcessEvent,DAE,0.9652,0.2213,0.2952,0.62,0.4,0.9966,0.0415
theia,ProcessEvent,VAE,0.765,0.0074,0.0133,0.42,0.0258,0.9414,0.051
theia,ProcessEvent,Beta-VAE,0.7822,0.0079,0.0143,0.49,0.0279,0.9369,0.049
theia,ProcessEvent,GMVAE,0.9978,0.3421,0.4863,0.71,0.5772,0.9981,0.056
theia,ProcessEvent,Attention AE,0.7899,0.0126,0.0186,0.61,0.036,0.9398,0.056
theia,ProcessEvent,LSTMAE,0.9979,0.4655,0.6105,0.58,0.5949,0.9985,0.0464
theia,ProcessEvent,Robust,0.9986,0.5366,0.4826,0.97,0.6445,0.998,0.044
theia,ProcessEvent,Contractive,0.7892,0.0134,0.0203,0.45,0.0389,0.959,0.042
theia,ProcessExec,Baseline,0.9618,0.8112,0.7845,0.91,0.8426,0.9994,0.046
theia,ProcessExec,Sparse,0.7979,0.0373,0.0997,0.35,0.1552,0.9932,0.0405
theia,ProcessExec,Deep SVDD,0.8649,0.6467,0.9012,0.73,0.8066,0.9994,0.023
theia,ProcessExec,DAE,0.9501,0.2672,0.5397,0.34,0.4172,0.9983,0.0435
theia,ProcessExec,VAE,0.794,0.0262,0.0877,0.35,0.1403,0.9923,0.049
theia,ProcessExec,Beta-VAE,0.7976,0.0289,0.086,0.35,0.1381,0.9922,0.048
theia,ProcessExec,GMVAE,0.9615,0.6029,0.6619,0.92,0.7699,0.999,0.053
theia,ProcessExec,Attention AE,0.7962,0.0372,0.0997,0.35,0.1552,0.9932,0.0564
