Performer,Context,Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy,Inference Time(s)
theia,ProcessEvent,Attention AE,0.7437,0.0166,0.048,0.47,0.0871,0.9818,0.7156
theia,ProcessEvent,LSTMAE,0.9962,0.4785,0.6744,0.58,0.6237,0.9987,1.0645
theia,ProcessEvent,Robust,0.999,0.5728,0.635,0.87,0.7342,0.9988,0.131
theia,ProcessEvent,Contractive,0.7356,0.0158,0.0454,0.47,0.0827,0.9808,0.1305
theia,ProcessExec,Baseline,0.965,0.8152,0.8142,0.92,0.8638,0.9995,0.1334
theia,ProcessExec,Sparse,0.8322,0.008,0.0112,0.18,0.0211,0.97,0.1337
theia,ProcessExec,Deep SVDD,0.5,0.0018,0.0018,1.0,0.0036,0.0018,0.057
theia,ProcessExec,DAE,0.9372,0.1825,0.3005,0.58,0.3959,0.9968,0.136
theia,ProcessExec,VAE,0.8258,0.0064,0.0089,0.19,0.0171,0.9608,0.1435
theia,ProcessExec,Beta-VAE,0.8283,0.0062,0.0082,0.88,0.0163,0.8098,0.1407
theia,ProcessExec,GMVAE,0.8254,0.0064,0.0086,0.92,0.017,0.8093,0.1395
theia,ProcessExec,Attention AE,0.8586,0.0104,0.0143,0.58,0.0279,0.9274,0.728
theia,ProcessExec,LSTMAE,0.9751,0.598,0.6525,0.92,0.7635,0.999,1.1067
theia,ProcessExec,Robust,0.9537,0.8259,0.8,0.92,0.8558,0.9994,0.1324
theia,ProcessExec,Contractive,0.8537,0.0088,0.0108,0.58,0.0212,0.9038,0.1361
theia,ProcessNetflow,Baseline,0.995,0.9227,0.9333,0.98,0.9561,0.9991,0.026
theia,ProcessNetflow,Sparse,0.9718,0.3182,0.3806,0.94,0.5418,0.9836,0.0295
theia,ProcessNetflow,Deep SVDD,0.759,0.6144,1.0,0.6,0.75,0.9959,0.0134
theia,ProcessNetflow,DAE,0.9805,0.3738,0.4516,0.56,0.5,0.9884,0.027
theia,ProcessNetflow,VAE,0.9705,0.2616,0.3574,0.94,0.5179,0.9819,0.0276
theia,ProcessNetflow,Beta-VAE,0.9706,0.2494,0.3521,0.94,0.5123,0.9815,0.0278
theia,ProcessNetflow,GMVAE,0.9709,0.3259,0.4034,0.94,0.5646,0.985,0.029
theia,ProcessNetflow,Attention AE,0.9718,0.3427,0.4396,0.91,0.5928,0.9871,0.1274
theia,ProcessNetflow,LSTMAE,0.991,0.9221,0.9245,0.98,0.9515,0.999,0.0921
theia,ProcessNetflow,Robust,0.9944,0.9175,0.9333,0.98,0.9561,0.9991,0.03
theia,ProcessNetflow,Contractive,0.9726,0.3604,0.4896,0.94,0.6438,0.9893,0.03
theia,ProcessParent,Baseline,0.8431,0.4195,0.7564,0.59,0.6629,0.9989,0.143
theia,ProcessParent,Sparse,0.9399,0.0292,0.0407,0.58,0.076,0.9748,0.1307
theia,ProcessParent,Deep SVDD,0.5,0.0018,0.0018,1.0,0.0036,0.0018,0.06
theia,ProcessParent,DAE,0.9147,0.5865,1.0,0.58,0.7342,0.9992,0.138
theia,ProcessParent,VAE,0.9358,0.0258,0.0363,0.59,0.0684,0.9713,0.1395
theia,ProcessParent,Beta-VAE,0.9359,0.0251,0.0371,0.6,0.0698,0.9714,0.146
theia,ProcessParent,GMVAE,0.9386,0.0305,0.0407,0.58,0.076,0.9748,0.144
theia,ProcessParent,Attention AE,0.9399,0.0292,0.0407,0.58,0.076,0.9748,0.7273
theia,ProcessParent,LSTMAE,0.9574,0.4278,0.7662,0.59,0.6667,0.9989,1.1093
theia,ProcessParent,Robust,0.9648,0.3029,0.5619,0.59,0.5756,0.9984,0.1333
theia,ProcessParent,Contractive,0.9361,0.0292,0.0407,0.58,0.076,0.9748,0.132
trace,ProcessAll,Baseline,0.9985,0.4228,0.5625,0.7826,0.6545,0.9993,0.1416
trace,ProcessAll,Sparse,0.8787,0.0069,0.0136,0.413,0.0264,0.9752,0.138
trace,ProcessAll,Deep SVDD,0.5,0.0297,0.6667,0.0435,0.0816,0.9992,0.062
trace,ProcessAll,DAE,0.966,0.0559,0.1719,0.2391,0.2,0.9984,0.1427
